,Unnamed: 0,id,conversation_id,date,username,tweet_processed,hashtags,tweet_original,target,cleaned
238,67,6.82E+17,6.82E+17,12/31/2015,ldswriter2014,Looks like it's one of those cry yourself to sleep nights...,"['#depressed', '#cryingmyselftosleep']",Looks like it's one of those cry yourself to sleep nights... #depressed #cryingmyselftosleep,1,Looks like it's one of those cry yourself to sleep nights.
239,72,6.82E+17,6.82E+17,12/31/2015,josholds15,When you're up $80-$90 and lose it all because you just can't stop<<<<<<<<,['#depressed'],When you're up $80-$90 and lose it all because you just can't stop<<<<<<<< #Depressed,1,When you're up $80-$90 and lose it all because you just can't stop<
240,74,6.82E+17,6.82E+17,12/31/2015,mercury_tanner,It's funny at night I hate sleeping but sleeping helps I just feel so dead now is there an explanation to this feeling?,"['#stressed', '#depressed']",It's funny at night I hate sleeping but sleeping helps I just feel so dead now is there an explanation to this feeling? #stressed #depressed,1,It's funny at night I hate sleeping but sleeping helps I just feel so dead now is there an explanation to this feeling?
241,76,6.82E+17,6.82E+17,12/31/2015,_gboom,came home to my parents taking down the christmas decorations.,['#depressed'],came home to my parents taking down the christmas decorations. #depressed,0,came home to my parents taking down the christmas decorations.
242,83,6.82E+17,6.82E+17,12/31/2015,galaxygir22,I thought when your in relationships with someone they are suppose to help build you up not tear you down,"['#depressed', '#fuckrelationships']",I thought when your in relationships with someone they are suppose to help build you up not tear you down #depressed #fuckrelationships,1,I thought when your in relationships with someone they are suppose to help build you up not tear you down
243,91,6.82E+17,6.82E+17,12/31/2015,sadanduglyteen,really wanting to end my life right about now.,"['#depression', '#depressed']",really wanting to end my life right about now. #depression #depressed,1,really wanting to end my life right about now.
244,94,6.82E+17,6.82E+17,12/31/2015,zaire_margaux,"It's really so sad, these stories about shootings. Makes me feel so  trying to keep my head up and not crash down again. Z",['#depressed'],"It's really so sad, these stories about shootings. Makes me feel so #depressed trying to keep my head up and not crash down again. Z",1,"It's really so sad, these stories about shootings. Makes me feel so  trying to keep my head up and not crash down again. Z"
245,100,6.82E+17,6.82E+17,12/31/2015,kristanne21,"Damn, ""Dear John"" is really fucking me up right now... ????????????????  lbs",['#depressed'],"Damn, ""Dear John"" is really fucking me up right now... ???????????????? #depressed lbs",0,"Damn, ""Dear John"" is really fucking me up right now. ?  lbs"
246,101,6.82E+17,6.82E+17,12/31/2015,meganemily_xxx,I've just ate 5 bags of sweets. WHAT IS LIFE,['#depressed'],I've just ate 5 bags of sweets. WHAT IS LIFE #depressed,1,I've just ate 5 bags of sweets. WHAT IS LIFE
247,102,6.82E+17,6.82E+17,12/31/2015,klicci,Just realized that when I wake tomorrow  episode 3 will not be under my dying xmas tree.,"['#serial', '#literallynorfiguratively', '#depressed']",Just realized that when I wake tomorrow #Serial episode 3 will not be under my dying xmas tree.  #literallynorfiguratively #depressed,0,Just realized that when I wake tomorrow  episode 3 will not be under my dying xmas tree.
248,104,6.82E+17,6.82E+17,12/31/2015,hawthorne679,"  may the sadness not pull you in the void, may you speak your mind and let your feelings show, but sometimes you are numb to joy",['#depressed'],"#depressed  may the sadness not pull you in the void, may you speak your mind and let your feelings show, but sometimes you are numb to joy",0,"  may the sadness not pull you in the void, may you speak your mind and let your feelings show, but sometimes you are numb to joy"
249,105,6.82E+17,6.82E+17,12/30/2015,hawthorne679,the tears will cry   the pain will tear the world may hope   life may live,"['#depressed', '#hope', '#livefreewithoutviolence']",the tears will cry #depressed  the pain will tear the world may hope #hope  life may live #livefreewithoutviolence,0,the tears will cry the pain will tear the world may hope life may live
250,106,6.82E+17,6.82E+17,12/30/2015,eabaudler,That moment when you remember the Blue Bell ice cream in your freezer... After you've left Texas... ????????????????,"['#bluebell', '#depressed']",That moment when you remember the Blue Bell ice cream in your freezer... After you've left Texas... ???????????????? #BlueBell #depressed,0,That moment when you remember the Blue Bell ice cream in your freezer. After you've left Texas. ?
251,107,6.82E+17,6.82E+17,12/30/2015,loosingmyself1,Him:it was a mistake dating u Me:I'm sorry I'm not good enough Him:throws rocks at me Me:takes the pain,['#depressed'],Him:it was a mistake dating u Me:I'm sorry I'm not good enough Him:throws rocks at me Me:takes the pain #depressed,0,Him:it was a mistake dating u Me:I'm sorry I'm not good enough Him:throws rocks at me Me:takes the pain
252,109,6.82E+17,6.82E+17,12/30/2015,jdanyielle,Curry really can't play tonight  but the rest of the Warriors got it ??????????????????????????????????,['#depressed'],Curry really can't play tonight #depressed but the rest of the Warriors got it ??????????????????????????????????,0,Curry really can't play tonight  but the rest of the Warriors got it ?
253,110,6.82E+17,6.82E+17,12/30/2015,mediscoveringme,I guess it's because I'm not feeling well that I feel so low.  Throat is starting to flare and I can't cope with it right now.,['#depressed'],I guess it's because I'm not feeling well that I feel so low.  Throat is starting to flare and I can't cope with it right now. #depressed,1,I guess it's because I'm not feeling well that I feel so low.  Throat is starting to flare and I can't cope with it right now.
254,111,6.82E+17,6.82E+17,12/30/2015,savlizan,", , ,.. Stfu You're only 15 You just started your life","['#depressed', '#tired', '#alone']","#depressed, #tired, #alone,.. Stfu You're only 15 You just started your life",1,", , ,.. Stfu You're only 15 You just started your life"
255,114,6.82E+17,6.82E+17,12/30/2015,disclosuredoll,Literally going to make 2016 the best of it cause this year was true hell  ????,['#depressed'],Literally going to make 2016 the best of it cause this year was true hell #depressed ????,0,Literally going to make 2016 the best of it cause this year was true hell  ?
256,116,6.82E+17,6.82E+17,12/30/2015,crackedupside,I find  to be very useful. They give me lots of things to be  about in the coming year.,"['#newyearsresolutions', '#depressed']",I find #NewYearsResolutions to be very useful. They give me lots of things to be #depressed about in the coming year.,0,I find  to be very useful. They give me lots of things to be  about in the coming year.
257,117,6.82E+17,6.82E+17,12/30/2015,angel_is_dead,Omg doorbell ring and I thought it was himI hate anxiety attacks,"['#depressed', '#anxiety', '#selfhate']",Omg doorbell ring and I thought it was himI hate anxiety attacks #depressed #anxiety #selfhate,1,Omg doorbell ring and I thought it was himI hate anxiety attacks
258,119,6.82E+17,6.82E+17,12/30/2015,mary_poppin_it,I don't remember the last time I've cried this much from being sick.    ????????,"['#sick', '#depressed', '#inflorida']",I don't remember the last time I've cried this much from being sick. #sick #depressed #inflorida ????????,1,I don't remember the last time I've cried this much from being sick. ?
259,123,6.82E+17,6.82E+17,12/30/2015,kknoell12,It really needs to start snowing,"['#needtoshred', '#depressed']",It really needs to start snowing #needtoshred #depressed,1,It really needs to start snowing
260,124,6.82E+17,6.82E+17,12/30/2015,salaihaa_,No more scioly for the rest of the year,"['#sad', '#depressed', '#whatalife']",No more scioly for the rest of the year #sad #depressed #whatalife,1,No more scioly for the rest of the year
261,126,6.82E+17,6.82E+17,12/30/2015,horkmadork,when u want bae to be bae but he caps ur relationship at fam,"['#depressed', '#sad', '#heneedssomemilk']",when u want bae to be bae but he caps ur relationship at fam #depressed #sad #heneedssomemilk,1,when u want bae to be bae but he caps ur relationship at fam
262,138,6.82E+17,6.82E+17,12/30/2015,urmomishott,I'll just stay in bed today,['#depressed'],I'll just stay in bed today #depressed,1,I'll just stay in bed today
263,139,6.82E+17,6.82E+17,12/30/2015,reenzxx,Feeling very very lazy to pack :( I don't want to go home just yet !!   ????,"['#depressed', '#holidaysover']",Feeling very very lazy to pack :( I don't want to go home just yet !! #depressed #holidaysover ????,1,Feeling very very lazy to pack :( I don't want to go home just yet !! ?
264,142,6.82E+17,6.82E+17,12/30/2015,depressedteen40,"I don't want to be here anymore, and nobody would care if i did go, so why am I still here?   ","['#depressedgirl', '#depressedteen', '#depressed']","I don't want to be here anymore, and nobody would care if i did go, so why am I still here? #depressedgirl #depressedteen #depressed",1,"I don't want to be here anymore, and nobody would care if i did go, so why am I still here? "
265,143,6.82E+17,6.82E+17,12/30/2015,angel_is_dead,So far he stop texting meafter I said somethingso hopefully he doesn't show up at my house,"['#depressed', '#scare', '#selfhate']",So far he stop texting meafter I said somethingso hopefully he doesn't show up at my house #depressed #scare #selfhate,1,So far he stop texting meafter I said somethingso hopefully he doesn't show up at my house
266,147,6.82E+17,6.82E+17,12/30/2015,danhoweiis,Dan is  ????because he never  ????????because his parents are  ???????1RT= 1 minute ???? of sleep ???? for DanIsNotOnFire????????,"['#depressed', '#sleeps', '#christian']",Dan is #Depressed ????because he never #Sleeps ????????because his parents are #Christian ???????1RT= 1 minute ???? of sleep ???? for DanIsNotOnFire????????,0,Dan is  ?because he never  ?because his parents are  ?1RT= 1 minute ? of sleep ? for DanIsNotOnFire?
267,152,6.82E+17,6.82E+17,12/30/2015,_cocoahontas_,I just asked this customer about her cable box and she went left field and was telling me all the issues in her life ????,['#depressed'],I just asked this customer about her cable box and she went left field and was telling me all the issues in her life ???? #depressed,0,I just asked this customer about her cable box and she went left field and was telling me all the issues in her life ?
268,160,6.82E+17,6.82E+17,12/30/2015,huertaa16,Officially done with greys anatomy ????????,"['#mylifeisover', '#depressed']",Officially done with greys anatomy ???????? #mylifeisover #depressed,0,Officially done with greys anatomy ?
269,163,6.82E+17,6.82E+17,12/30/2015,thekajalguds,You don't matter anymore- feeling down ????  ????,"['#depressed', '#wtf']",You don't matter anymore- feeling down ???? #depressed ???? #wtf,0,You don't matter anymore- feeling down ?  ?
270,165,6.82E+17,6.82E+17,12/30/2015,jdramapll,Working on the day before new eve's day... Oh how I miss my childhood and those long christmas/new years breaks...,['#depressed'],Working on the day before new eve's day... Oh how I miss my childhood and those long christmas/new years breaks... #depressed,1,Working on the day before new eve's day. Oh how I miss my childhood and those long christmas/new years breaks.
271,170,6.82E+17,6.82E+17,12/30/2015,angel_is_dead,Crying once againI have something repeating in my head over and overI'm crying,"['#depressed', '#cryinf', '#selfhate']",Crying once againI have something repeating in my head over and overI'm crying #depressed #cryinf #selfhate,1,Crying once againI have something repeating in my head over and overI'm crying
272,174,6.82E+17,6.82E+17,12/30/2015,genesimmonsphd," or ? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)","['#anxious', '#depressed']","#Anxious or #Depressed? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)",0," or ? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)"
273,175,6.82E+17,6.82E+17,12/30/2015,filsoccer11,6 Day Cooldown on CSGO competitive only cause i kicked an AFK! Thats dumb ...,"['#mad', '#depressed']",6 Day Cooldown on CSGO competitive only cause i kicked an AFK! Thats dumb ... #mad #depressed,0,6 Day Cooldown on CSGO competitive only cause i kicked an AFK! Thats dumb .
274,180,6.82E+17,6.82E+17,12/30/2015,beefoodnfitness,My night was amazing and awesome than it turned to shit really quickly,"['#depressed', '#worried']",My night was amazing and awesome than it turned to shit really quickly #depressed #worried,1,My night was amazing and awesome than it turned to shit really quickly
275,181,6.82E+17,6.82E+17,12/30/2015,crimson_fluids,"Sleeping for 12+ hours at a time, and fantasizing about ways to kill myself. ",['#depressed'],"Sleeping for 12+ hours at a time, and fantasizing about ways to kill myself. #Depressed",1,"Sleeping for 12+ hours at a time, and fantasizing about ways to kill myself. "
276,182,6.82E+17,6.82E+17,12/30/2015,madalynmarie692,I can't sleep knowing Brittany is leaving in a couple days.. ????????,['#depressed'],I can't sleep knowing Brittany is leaving in a couple days.. ???????? #depressed,0,I can't sleep knowing Brittany is leaving in a couple days.. ?
277,186,6.82E+17,6.82E+17,12/30/2015,meg_han21,When you feel like you have no friends at work anymore    out,"['#depressed', '#left']",When you feel like you have no friends at work anymore  #depressed #left out,1,When you feel like you have no friends at work anymore out
278,187,6.82E+17,6.82E+17,12/30/2015,angel_is_dead,Headaches suck after crying so muchbut he finally texted me????,"['#depressed', '#cryingstop']",Headaches suck after crying so muchbut he finally texted me???? #depressed #cryingstop,1,Headaches suck after crying so muchbut he finally texted me?
279,190,6.82E+17,6.82E+17,12/30/2015,angel_is_dead,I feel like he lost interest in me he doesn't text me backcrying suckswhen he saw your story on snapchat,"['#depressed', '#alone', '#crying']",I feel like he lost interest in me he doesn't text me backcrying suckswhen he saw your story on snapchat #depressed #alone #crying,1,I feel like he lost interest in me he doesn't text me backcrying suckswhen he saw your story on snapchat
280,191,6.82E+17,6.82E+17,12/30/2015,michelledrsa,I don't think I wanna see  for awhile  Disney you went to far with the feels.. and I thought Brother Bear was bad,"['#thegooddinosaur', '#depressed']",I don't think I wanna see #TheGoodDinosaur for awhile #depressed Disney you went to far with the feels.. and I thought Brother Bear was bad,0,I don't think I wanna see  for awhile  Disney you went to far with the feels.. and I thought Brother Bear was bad
281,194,6.82E+17,6.82E+17,12/30/2015,hay_bootay,My family has been using my blue oil like its water and I gave Ahmed my last blue oil,['#depressed'],My family has been using my blue oil like its water and I gave Ahmed my last blue oil #depressed,0,My family has been using my blue oil like its water and I gave Ahmed my last blue oil
282,197,6.82E+17,6.82E+17,12/30/2015,depressedteen40,Why do you cut your ankle? It's easier to hide and I can't handle people finding out they'll pretend to care and hurt me again,['#depressed'],Why do you cut your ankle? It's easier to hide and I can't handle people finding out they'll pretend to care and hurt me again #depressed,1,Why do you cut your ankle? It's easier to hide and I can't handle people finding out they'll pretend to care and hurt me again
283,198,6.82E+17,6.82E+17,12/30/2015,depressedteen40,"they don't see me when I'm crying running a blade down my ankle, maybe then they'd think twice before they said what they said ",['#depressed'],"they don't see me when I'm crying running a blade down my ankle, maybe then they'd think twice before they said what they said #depressed",1,"they don't see me when I'm crying running a blade down my ankle, maybe then they'd think twice before they said what they said "
284,199,6.82E+17,6.82E+17,12/30/2015,alishababbe,Balling my eyes out because I only have 3 days left with Zachary and I work....????,['#depressed'],Balling my eyes out because I only have 3 days left with Zachary and I work....???? #depressed,1,Balling my eyes out because I only have 3 days left with Zachary and I work.?
285,201,6.82E+17,6.82E+17,12/30/2015,angel_is_dead,*sigh* ???? I haven't cried so muchI'm in so much pain,"['#depressed', '#cryin', '#selfhate']",*sigh* ???? I haven't cried so muchI'm in so much pain #depressed #cryin #selfhate,1,*sigh* ? I haven't cried so muchI'm in so much pain
286,202,6.82E+17,6.82E+17,12/30/2015,jezzfacts,The  people are often also the most .,"['#funniest', '#depressed', '#depression']",The #funniest people are often also the most #depressed. #depression,0,The  people are often also the most .
287,205,6.82E+17,6.82E+17,12/30/2015,cheshire_dee,That moment when you get blindsided by something you wasn't expecting & now in a state of total disappointment & heartache....,['#depressed'],That moment when you get blindsided by something you wasn't expecting & now in a state of total disappointment & heartache....#depressed,1,That moment when you get blindsided by something you wasn't expecting & now in a state of total disappointment & heartache.
288,208,6.82E+17,6.82E+17,12/30/2015,artcarvedrings,Art hasn't tweeted lately because he lacks  access (and also access to ropes and sharp objects). He's .,"['#socialmedia', '#depressed', '#stafftweets']",Art hasn't tweeted lately because he lacks #socialmedia access (and also access to ropes and sharp objects). He's #depressed. #stafftweets,0,Art hasn't tweeted lately because he lacks  access (and also access to ropes and sharp objects). He's .
289,209,6.82E+17,6.82E+17,12/30/2015,vxnessaqueen,just so depressed anymore ????????    pic.twitter.com/rcv1I6pAk7,"['#musicallyapp', '#depressed']",just so depressed anymore ???????? #MusicallyApp #Depressed  pic.twitter.com/rcv1I6pAk7,0,just so depressed anymore ? 
290,212,6.82E+17,6.82E+17,12/30/2015,janellekh,"If I could, I would stay in bed until next Monday. ",['#depressed'],"If I could, I would stay in bed until next Monday. #depressed",1,"If I could, I would stay in bed until next Monday. "
291,226,6.82E+17,6.82E+17,12/30/2015,dopehoemagic,Cant wear makeup for a while ????,['#depressed'],Cant wear makeup for a while #depressed????,1,Cant wear makeup for a while ?
292,229,6.82E+17,6.82E+17,12/30/2015,06daveyl,Why did I just read through my old DMs. Fml,['#depressed'],Why did I just read through my old DMs. Fml #depressed,1,Why did I just read through my old DMs. Fml
293,233,6.82E+17,6.82E+17,12/29/2015,itsmegannj,Victoria secret has a sale but my wallet is dry af'????,['#depressed'],Victoria secret has a sale but my wallet is dry af'???? #depressed,1,Victoria secret has a sale but my wallet is dry af'?
294,239,6.82E+17,6.82E+17,12/29/2015,smithdrvr13,"Always thought helping others would come back when you need it most, unfortunately beginning to think otherwise...  ","['#disillusioned', '#depressed']","Always thought helping others would come back when you need it most, unfortunately beginning to think otherwise... #disillusioned #depressed",0,"Always thought helping others would come back when you need it most, unfortunately beginning to think otherwise.  "
295,241,6.82E+17,6.82E+17,12/29/2015,higap_mh,Accept that you are  and its not your fault. Telling yourself to ??Pull yourself together or ??Snap out of it wont help.,['#depressed'],Accept that you are #depressed and its not your fault. Telling yourself to ??Pull yourself together or ??Snap out of it wont help.,0,Accept that you are  and its not your fault. Telling yourself to ??Pull yourself together or ??Snap out of it wont help.
296,245,6.82E+17,6.82E+17,12/29/2015,madness_409,"I was at my aunt's, all happy with my cousins and no music. My dad picks me up and he starts arguing with me now I need my music ",['#depressed'],"I was at my aunt's, all happy with my cousins and no music. My dad picks me up and he starts arguing with me now I need my music #depressed",0,"I was at my aunt's, all happy with my cousins and no music. My dad picks me up and he starts arguing with me now I need my music "
297,246,6.82E+17,6.82E+17,12/29/2015,kittyzhaovelic,Apparently you get a free pass just by mentioning    Where was I on the free badge day??!!,"['#depressed', '#mentaldisorder', '#suicidal']",Apparently you get a free pass just by mentioning #depressed #mentalDisorder #Suicidal Where was I on the free badge day??!!,0,Apparently you get a free pass just by mentioning Where was I on the free badge day??!!
298,248,6.82E+17,6.82E+17,12/29/2015,ashabays,I'm in desperate need of a good hug and a hot cup of coffee. I have no one here to hug me right now and no coffee maker at all.,['#depressed'],I'm in desperate need of a good hug and a hot cup of coffee. I have no one here to hug me right now and no coffee maker at all. #Depressed,1,I'm in desperate need of a good hug and a hot cup of coffee. I have no one here to hug me right now and no coffee maker at all.
299,249,6.82E+17,6.82E+17,12/29/2015,ashabays,I am so damned sick of the near-zero degree temperatures we've had since Xmas eve. I just want to be warm again...,"['#depressed', '#ihatecold']",I am so damned sick of the near-zero degree temperatures we've had since Xmas eve. I just want to be warm again... #Depressed #IHateCold,1,I am so damned sick of the near-zero degree temperatures we've had since Xmas eve. I just want to be warm again.
300,263,6.82E+17,6.82E+17,12/29/2015,baracinta15,idk what to do with this acc - #  pic.twitter.com/uOmcxfhKxk,[],idk what to do with this acc - #depressed#sad#secret_society123#love#inlove#spam4spam#follow4follow#cwd#sfs#quotes#  pic.twitter.com/uOmcxfhKxk,0,idk what to do with this acc - #  
301,269,6.82E+17,6.82E+17,12/29/2015,gabiwilsonn,On the way to Harris teeter I see white ducks on the way back I see dead ducks and white feathers everywhere,"['#depressed', '#rip']",On the way to Harris teeter I see white ducks on the way back I see dead ducks and white feathers everywhere #depressed #rip,0,On the way to Harris teeter I see white ducks on the way back I see dead ducks and white feathers everywhere
302,271,6.82E+17,6.82E+17,12/29/2015,shamrocksam,Been kicked to the kerb by a big company yet again in my quest 4 a decent job,"['#disabilitydiscrimination', '#depressed', '#upset']",Been kicked to the kerb by a big company yet again in my quest 4 a decent job #disabilitydiscrimination #depressed #upset,1,Been kicked to the kerb by a big company yet again in my quest 4 a decent job
303,272,6.82E+17,6.82E+17,12/29/2015,nikrump,I decided to get fat over the holidays from thanksgiving to New Years. This is my last week of pigging out,['#depressed'],I decided to get fat over the holidays from thanksgiving to New Years. This is my last week of pigging out #depressed,1,I decided to get fat over the holidays from thanksgiving to New Years. This is my last week of pigging out
304,273,6.82E+17,6.82E+17,12/29/2015,moroccansuicida,Bloody bath.     pic.twitter.com/FTAiXlH8zD,"['#depressed', '#suicidal']",Bloody bath.   #depressed #suicidal pic.twitter.com/FTAiXlH8zD,0,Bloody bath. 
305,274,6.82E+17,6.82E+17,12/29/2015,khaosmagoon,Not having a good week,"['#depressed', '#pain', '#sleep']",Not having a good week #depressed #pain #sleep,1,Not having a good week
306,278,6.82E+17,6.82E+17,12/29/2015,chellsvx,"You promised you wouldn't leave, lie or hurt me. . .  But now I'm stuck being all alone, waiting for you to need me again. . .   ",['#depressed'],"You promised you wouldn't leave, lie or hurt me. . .  But now I'm stuck being all alone, waiting for you to need me again. . .   #depressed",1,"You promised you wouldn't leave, lie or hurt me. . .  But now I'm stuck being all alone, waiting for you to need me again. . . "
307,280,6.82E+17,6.82E+17,12/29/2015,laimaungarijas,"Guys, I have nothing to live for. I am tired of living here. Even my friends couldn't cheer me up.   ","['#tiredoflife', '#depressed', '#crying']","Guys, I have nothing to live for. I am tired of living here. Even my friends couldn't cheer me up. #tiredoflife #depressed #crying",1,"Guys, I have nothing to live for. I am tired of living here. Even my friends couldn't cheer me up. "
308,287,6.82E+17,6.82E+17,12/29/2015,mommamia001,What should i do with my life...so many things that i should do but so many things i dont wanna be doing,['#depressed'],What should i do with my life...so many things that i should do but so many things i dont wanna be doing #depressed,1,What should i do with my life.so many things that i should do but so many things i dont wanna be doing
309,290,6.82E+17,6.82E+17,12/29/2015,may_war,I'm the most  person whn i am at home i guess..cuz thn u huv enough time to think abt all the nonsense!!,"['#depressed', '#ihateit']",I'm the most #depressed person whn i am at home i guess..cuz thn u huv enough time to think abt all the nonsense!!  #IhateIt,1,I'm the most  person whn i am at home i guess..cuz thn u huv enough time to think abt all the nonsense!!
310,292,6.82E+17,6.82E+17,12/29/2015,kellyy_daly,I'm definitely not bringing them out in this weather to get a coffee.,"['#depressed', '#deliveryplease']",I'm definitely not bringing them out in this weather to get a coffee. #depressed #deliveryplease,0,I'm definitely not bringing them out in this weather to get a coffee.
311,296,6.82E+17,6.82E+17,12/29/2015,abcd08,"There's a moment na I'm not happy anymore. Even if I have a bit of freedom, cars, money, gadgets, I can't help it.  ","['#depressed', '#exhausted']","There's a moment na I'm not happy anymore. Even if I have a bit of freedom, cars, money, gadgets, I can't help it. #depressed #exhausted",0,"There's a moment na I'm not happy anymore. Even if I have a bit of freedom, cars, money, gadgets, I can't help it.  "
312,297,6.82E+17,6.82E+17,12/29/2015,stephaniiie91,I guess my vacation is over... Back to work I go.  ????,['#depressed'],I guess my vacation is over... Back to work I go. #depressed ????,0,I guess my vacation is over. Back to work I go.  ?
313,298,6.82E+17,6.82E+17,12/29/2015,seharkhalid44,You get  because you know that you're not what you should be...,"['#psychological_fact', '#depressed']",#Psychological_fact You get #depressed because you know that you're not what you should be...,0,You get  because you know that you're not what you should be.
314,299,6.82E+17,6.82E+17,12/29/2015,w_aitkensports,Chris Lynn just beat my ATAR,['#depressed'],Chris Lynn just beat my ATAR #depressed,0,Chris Lynn just beat my ATAR
315,300,6.82E+17,6.82E+17,12/29/2015,benadrill,Look at me now how  a then a mufuckha,['#depressed'],Look at me now how #depressed a then a mufuckha,0,Look at me now how  a then a mufuckha
316,302,6.82E+17,6.82E+17,12/29/2015,rowbacca,Why do people have a constant desire to talk to me? Can't y'all just leave me alone to be miserable and wallow in self loathing?,['#depressed'],Why do people have a constant desire to talk to me? Can't y'all just leave me alone to be miserable and wallow in self loathing? #depressed,1,Why do people have a constant desire to talk to me? Can't y'all just leave me alone to be miserable and wallow in self loathing?
317,310,6.82E+17,6.82E+17,12/29/2015,abbeylouu,It's my 21st today. And about 3% people actually give a damn.,['#depressed'],It's my 21st today. And about 3% people actually give a damn. #Depressed,1,It's my 21st today. And about 3% people actually give a damn.
318,315,6.82E+17,6.82E+17,12/29/2015,genesimmonsphd,"Gene Simmons, Ph.D. offers mental wellbeing to  souls. ","['#depressed', '#dearmentalhealthprofessionals']","Gene Simmons, Ph.D. offers mental wellbeing to #depressed souls. #DearMentalHealthProfessionals",0,"Gene Simmons, Ph.D. offers mental wellbeing to  souls. "
319,316,6.82E+17,6.82E+17,12/29/2015,genesimmonsphd," or ? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)","['#anxious', '#depressed']","#Anxious or #Depressed? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)",0," or ? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)"
320,319,6.82E+17,6.82E+17,12/29/2015,angel_is_dead,Music is just my best friendfix everything I guess,"['#depressed', '#selfhate', '#music']",Music is just my best friendfix everything I guess #depressed #selfhate #music,0,Music is just my best friendfix everything I guess
321,324,6.82E+17,6.82E+17,12/29/2015,angel_is_dead,Crying so muchI fuck up he's just reading my messages,['#depressed'],Crying so muchI fuck up he's just reading my messages #depressed,1,Crying so muchI fuck up he's just reading my messages
322,326,6.82E+17,6.82E+17,12/29/2015,atifjavedx,Thankxxx God Mids of B.Ed Over But.....  Finals of LL.B ahead....  Starting of New Year with Examsss.....,['#depressed'],Thankxxx God Mids of B.Ed Over But.....  Finals of LL.B ahead....  Starting of New Year with Examsss..... #Depressed,0,Thankx God Mids of B.Ed Over But.  Finals of LL.B ahead.  Starting of New Year with Exams.
323,329,6.82E+17,6.82E+17,12/29/2015,creepmatik,May have to cut down on the Mexican foods.,"['#depressed', '#needsthatinmylife']",May have to cut down on the Mexican foods. #depressed #needsthatinmylife,0,May have to cut down on the Mexican foods.
324,330,6.82E+17,6.82E+17,12/29/2015,k_bay_bay,Last time hanging with silken and dorian before they move to Florida,"['#depressed', '#dontleave']",Last time hanging with silken and dorian before they move to Florida #depressed #dontleave,0,Last time hanging with silken and dorian before they move to Florida
325,331,6.82E+17,6.82E+17,12/29/2015,willowmarie10,staying up late because mommies not home   ????,"['#depressed', '#missingmommy']",staying up late because mommies not home #depressed #missingmommy ????,0,staying up late because mommies not home ?
326,332,6.82E+17,6.82E+17,12/29/2015,2st33zy,Looks like I'm getting super greenied and watching Portlandia,"['#depressed', '#professionalacttaker']",Looks like I'm getting super greenied and watching Portlandia #depressed #professionalACTtaker,0,Looks like I'm getting super greenied and watching Portlandia
327,333,6.82E+17,6.82E+17,12/29/2015,mikeysneed,Hammered af. And just watched the bengals lose.,['#depressed'],Hammered af. And just watched the bengals lose. #depressed,0,Hammered af. And just watched the bengals lose.
328,335,6.82E+17,6.82E+17,12/29/2015,pavanmkothari,Don't know why I feel so  today. :/,['#depressed'],Don't know why I feel so #depressed today. :/,1,Don't know why I feel so  today. :/
329,338,6.82E+17,6.82E+17,12/29/2015,angel_is_dead,This night went to hellcan't I ever shut up,"['#cryingsobad', '#depressed']",This night went to hellcan't I ever shut up #cryingsobad #depressed,1,This night went to hellcan't I ever shut up
330,342,6.82E+17,6.82E+17,12/29/2015,alightinthedrk,I strongly believe in there if  for everyone. I haven't met it yet.,"['#theone', '#lost', '#depressed']",I strongly believe in there if #theone for everyone. I haven't met it yet. #lost #depressed,0,I strongly believe in there if  for everyone. I haven't met it yet.
331,344,6.82E+17,6.82E+17,12/29/2015,xebg_riderx,"Was it the molly that made you ""like"" me?  ","['#nothingisreal', '#depressed']","Was it the molly that made you ""like"" me? #nothingisreal #depressed",0,"Was it the molly that made you ""like"" me?  "
332,349,6.82E+17,6.82E+17,12/29/2015,jamieguthrie_,"All my pals shopping together, getting food, getting steaming and going to clubs while I'm slaving away on the night shift ",['#depressed'],"All my pals shopping together, getting food, getting steaming and going to clubs while I'm slaving away on the night shift #depressed",0,"All my pals shopping together, getting food, getting steaming and going to clubs while I'm slaving away on the night shift "
333,360,6.82E+17,6.82E+17,12/29/2015,thebklounge5,"We planned for this wedding 362 days, all for Mother Nature to go and fuck everything up...thanks a bunch ",['#depressed'],"We planned for this wedding 362 days, all for Mother Nature to go and fuck everything up...thanks a bunch #depressed",0,"We planned for this wedding 362 days, all for Mother Nature to go and fuck everything up.thanks a bunch "
334,362,6.82E+17,6.82E+17,12/29/2015,wolfyouforgot,Had to return this whip today   ???? pic.twitter.com/uzndmFgfXp,"['#depressed', '#neednewcar']",Had to return this whip today #Depressed #neednewcar ???? pic.twitter.com/uzndmFgfXp,0,Had to return this whip today ? 
335,368,6.82E+17,6.82E+17,12/29/2015,adoniaade,". Thinking, Am I where I am supposed to be?  If yes why do I feel so  and ?","['#life', '#lonely', '#depressed']","#life. Thinking, Am I where I am supposed to be?  If yes why do I feel so #Lonely and #Depressed?",0,". Thinking, Am I where I am supposed to be?  If yes why do I feel so  and ?"
